nom,adresse,complement_adresse,code_postal,libelle_geographique,adresse_postale,lien,telephone,email,identifiant_deps_à_partir_de_2022,code_du_reseau_de_bibliothèques,coordonnees_gps_lat_lon,departement,source,identifiant_origine,type_equipement_ou_lieu,precision_equipement,region,domaine,nom_du_reseau_de_bibliotheques,services,nom_cmpp,code_cmpp
mairie,hameau de l'eglise le chef lieu,,05200,st andre d'embrun,hameau de l'eglise le chef lieu 05200 st andre d'embrun france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.540959, 6.520677",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,place novalèse,,05220,le monetier-les-bains,place novalèse 05220 le monetier-les-bains france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.976434, 6.50789",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
"bibliothèque ""l'arche des mots""",24 rue de l'astragale,,05230,la batie-neuve,24 rue de l'astragale 05230 la batie-neuve france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.567237, 6.195322",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
place françois 1er,"21, route du fein",,05230,chorges,"21, route du fein 05230 chorges france",https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.544694, 6.277074",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
centre ccial pré long 1er étage,1 route de pré long,,05240,la salle les alpes,1 route de pré long 05240 la salle les alpes france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.947158, 6.555068",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
le dévoluy,la ribière,,05250,le devoluy,la ribière 05250 le devoluy france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.734543, 5.896897",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
le village, ,,05260,ancelle,  05260 ancelle france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.621968, 6.200277",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
haute plaine,80 route des ecrins,,05260,chabottes,80 route des ecrins 05260 chabottes france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.643483, 6.170751",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie, ,,05260,champoleon,  05260 champoleon france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.719849, 6.260812",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
maison du berger,les borels,,05260,champoleon,les borels 05260 champoleon france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.719811, 6.260128",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
saint-jean-saint-nicolas,place de la mairie,place de la mairie,05260,saint-jean-saint-nicolas,place de la mairie 05260 saint-jean-saint-nicolas france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.667711, 6.22789",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
saint-léger-les-mélèzes,bureau du tourisme,bureau du tourisme,05260,saint-leger-les-melezes,bureau du tourisme 05260 saint-leger-les-melezes france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.643745, 6.200318",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie, ,,05260,st michel de chaillol,  05260 st michel de chaillol france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.67994, 6.164582",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
puy-saint-vincent,hameau du puy,,05290,puy st vincent,hameau du puy 05290 puy st vincent france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.834263, 6.480508",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
salle polyvalente bonvoisin,place de l'église,,05290,vallouise,place de l'église 05290 vallouise france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.84637252614732, 6.4877168119742",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
le village, ,,05300,barret-sur-meouge,  05300 barret-sur-meouge france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.265481, 5.735749",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
lagrand,place de l'école,,05300,garde-colombe,place de l'école 05300 garde-colombe france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.342485, 5.766829",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,rue arthur audibert,,05300,laragne-monteglin,rue arthur audibert 05300 laragne-monteglin france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.31549, 5.821352",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
poët (le),14 route de napoléon,,05300,le poët,14 route de napoléon 05300 le poët france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.292344, 5.89681",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
ribiers,7 rue du barri,,05300,ribiers,7 rue du barri 05300 ribiers france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.230729, 5.85766",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque,le chambon,,05310,champcella,le chambon 05310 champcella france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.728711, 6.56936",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
maison de la vallée, ,,05310,freissinieres,  05310 freissinieres france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.746419, 6.50279",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,le clos,,05310,la roche de rame,le clos 05310 la roche de rame france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.751062, 6.583659",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
grave (la),rd 1091,,05320,la grave,rd 1091 05320 la grave france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"45.04535115303869, 6.303734277702699",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
saint-chaffrey,route du pont levis,,05330,saint-chaffrey,route du pont levis 05330 saint-chaffrey france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.926121, 6.607199",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque, ,,05350,arvieux,  05350 arvieux france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.768483, 6.738585",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
molines-en-queyras,le serre,,05350,molines-en-queyras,le serre 05350 molines-en-queyras france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.729767, 6.844049",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
saint-véran,la bergerie,,05350,saint veran,la bergerie 05350 saint veran france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.754282, 6.828736",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,rue des aubergeries,,05380,chateauroux-les-alpes,rue des aubergeries 05380 chateauroux-les-alpes france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.610423, 6.519746",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie, ,,05400,chabestan,  05400 chabestan france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.476614, 5.778085",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,avenue albert bonnardel,,05400,montmaur,avenue albert bonnardel 05400 montmaur france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.570085, 5.875585",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,63 place de la mairie,,05400,la roche des arnauds,63 place de la mairie 05400 la roche des arnauds france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.563386, 5.958448",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
saint-auban-d'oze, ,,05400,st auban d'oze,  05400 st auban d'oze france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.496809, 5.8431",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
saix (le),ancienne école,,05400,le saix,ancienne école 05400 le saix france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.474067, 5.826574",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
veynes,place de la république,,05400,veynes,place de la république 05400 veynes france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.53469, 5.824238",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
la cure,place de l'eglise,,05460,abries,place de l'eglise 05460 abries france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.821099, 6.943915",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque,rue principale,,05470,aiguilles,rue principale 05470 aiguilles France,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.78218516811425, 6.869096352106235",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
villar-d'arène,rue de la chapelle,,05480,villar d'arene,rue de la chapelle 05480 villar d'arene france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"45.043074, 6.335726",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
la ville, ,,05500,le noyer,  05500 le noyer france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.713527, 6.012969",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
saint-bonnet,rue du 8 mai,,05500,saint-bonnet-en-champsaur,rue du 8 mai 05500 saint-bonnet-en-champsaur france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.683012, 6.110569",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
maison chastan,sainte marie,,05560,vars,sainte marie 05560 vars france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.594630640215186, 6.689537052218103",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
luble blanche,salle polyvalente,,05600,eygliers,salle polyvalente 05600 eygliers france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.716818, 6.674973",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
guillestre,rue des ecoles,,05600,guillestre,rue des ecoles 05600 guillestre france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.661288, 6.649987",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
réotier,mairie,,05600,reotier,mairie 05600 reotier france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.665774, 6.590979",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
"ecole ""le brezounnet""", ,,05600,risoul,  05600 risoul france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.656987, 6.621387",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
saint-crépin,place de l'etape,,05600,saint-crepin,place de l'etape 05600 saint-crepin france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.70676097637913, 6.607937124830429",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
salle du trieur, ,,05700,la bâtie-montsaleon,  05700 la bâtie-montsaleon france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.46517, 5.754405",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque,ecole de l'epine,,05700,l'epine,ecole de l'epine 05700 l'epine france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.417005, 5.615346",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
le village, ,,05700,montclus,  05700 montclus france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.420723, 5.664395",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
ecole,route départementale 30,,05700,orpierre,route départementale 30 05700 orpierre france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.319662, 5.616393",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie, ,,05700,la piarre,  05700 la piarre france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.481, 5.646",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
savournon,mairie,,05700,savournon,mairie 05700 savournon france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.424, 5.796",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
sigottier,le village,,05700,sigottier,le village 05700 sigottier france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.455266, 5.691817",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
trescléoux,salle des associations,,05700,trescleoux,salle des associations 05700 trescleoux france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.354005047790096, 5.707543691958881",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie, ,,05800,la-chapelle-en-valgaudemar,  05800 la-chapelle-en-valgaudemar france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.820592, 6.218269",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
la poste, ,,05800,chauffayer,  05800 chauffayer france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.75392, 6.011366",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque,le village,,05800,le glaizil,le village 05800 le glaizil france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.736458, 5.990602",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
la pensée sauvage, ,,05800,saint-firmin,  05800 saint-firmin france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.788202, 6.023525",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque annexe de saint jacques,4 route d'auribeau,,06130,grasse,4 route d'auribeau 06130 grasse france,https://www.mediatheques.grasse.fr/,,,bibl_06069_4282,uc17,"43.639185,6.911231",alpes-maritimes,ministère de la culture - service du livre et de la lecture,li5374,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,A,Bibliothèque et médiathèques de Grasse ,uc17
bibliothèque annexe du plan,av louis cauvin,,06130,grasse,av louis cauvin 06130 grasse france,https://www.mediatheques.grasse.fr/,,,bibl_06069_4281,uc17,"43.64198,6.959094",alpes-maritimes,ministère de la culture - service du livre et de la lecture,li5371,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,A,Bibliothèque et médiathèques de Grasse ,uc17
bibliothèque patrimoniale villa saint-hilaire,impasse e. boursier-mougenot,,06130,grasse,impasse e. boursier-mougenot 06130 grasse france,https://www.mediatheques.grasse.fr/,,,bibl_06069_4283,uc17,"43.655954,6.917333",alpes-maritimes,ministère de la culture - service du livre et de la lecture,li179,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,A,Bibliothèque et médiathèques de Grasse ,uc17
gare,avenue pierre sémard,,06130,grasse,avenue pierre sémard 06130 grasse france,https://www.mediatheques.grasse.fr/,,,bibl_06069_4280,uc17,"43.654619,6.92613",alpes-maritimes,ministère de la culture - service du livre et de la lecture,li5373,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,A,Bibliothèque et médiathèques de Grasse ,uc17
bibliothèque municipale,rue elie reynier,,07000,privas,rue elie reynier 07000 privas france,https://lecture.ardeche.fr/,,,bibl_07186_4482,aucun,"44.735824,4.598104",Ardèche,ministère de la culture - service du livre et de la lecture,li223,bibliothèque,,Auvergne-Rhône-Alpes,lecture publique,,A,Bibliothèque départementale de l'Ardèche,CMPP07
